1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,3
22,3
23,3
24,3
25,3
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,3
37,3
38,3
39,3
40,3
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,2
57,2
58,2
59,2
60,2
61,1
62,1
63,1
64,1
65,1
66,3
67,3
68,3
69,3
70,3
71,3
72,3
73,3
74,3
75,3
76,3
77,3
78,3
79,3
80,3
81,1
82,1
83,1
84,1
85,1
86,3
87,3
88,3
89,3
90,3
91,3
92,3
93,3
94,3
95,3
96,3
97,3
98,3
99,3
100,3
101,3
102,3
103,3
104,3
105,3
106,3
107,3
108,3
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
